,Time to maturity,Strike price,Option market price,Implied Volatility,Local Volatility,Dupire-Price
121,0.071232877,1125,0.05,0.4773941207681493,0.00015661996212674865,0.0
122,0.071232877,1150,0.05,0.5021567100871294,0.00015162212506414333,0.0
123,0.071232877,1175,0.05,0.5262531226448425,0.00014696261568911855,0.0
124,0.071232877,1180,0.05,0.5310013955846287,0.00014607083564696134,0.0
125,0.071232877,1185,0.05,0.5357102999405672,0.00014518306418030057,0.0
126,0.071232877,1190,0.05,0.540402780914413,0.00014431112108379479,0.0
127,0.071232877,1195,0.05,0.5450711012454368,0.00014345047669948573,0.0
128,0.071232877,1200,0.05,0.5497163952305054,0.00014260132189704514,0.0
129,0.071232877,1215,0.05,0.5635042441116742,0.00014011420756560673,0.0
130,0.071232877,1225,0.05,0.572583853559336,0.00013850847783301556,0.0
131,0.071232877,1250,0.05,0.5948914594726485,0.00013465941080505883,0.0
132,0.071232877,1275,0.05,0.6166445761964561,0.00013102103553494374,0.0
133,0.071232877,1300,0.025,0.6037538480641679,0.00011405371822708441,0.0
134,0.071232877,1325,0.025,0.6236039786615726,0.00011116018384673384,0.0
135,0.071232877,1350,0.025,0.6430143703178728,0.00010841307850542031,0.0
136,0.071232877,1375,0.025,0.6620134289181419,0.00010580383265890258,0.0
137,0.071232877,1385,0.025,0.6695013478731866,0.00010479608072065805,0.0
138,0.071232877,1400,0.025,0.6805953373855582,0.00010331399482696642,0.0
158,0.071232877,475,296.1,0.8527809450090366,,
159,0.071232877,500,271.6,0.8293971792795674,,
160,0.071232877,525,247.3,0.8041244069191776,,
161,0.071232877,550,223.3,0.779604807357862,,
162,0.071232877,575,199.5,0.7473917717223318,,
163,0.071232877,600,176.15,0.7168636160309138,,
164,0.071232877,625,153.3,0.6852591420731016,0.008161053603373205,145.34
165,0.071232877,650,131.15,0.6541687402657514,0.0019267010814872443,120.36
166,0.071232877,700,89.75,0.5927857047123006,0.0007836598899304864,70.38
167,0.071232877,750,54.3,0.5361347567570512,0.00022075499166404375,20.4
168,0.071232877,780,37.0,0.5048159920762535,,
169,0.071232877,800,27.45,0.4854244158551027,,
170,0.071232877,850,11.1,0.44693037819223,,
171,0.071232877,875,6.3,0.4291702334403468,,
172,0.071232877,900,3.3,0.4134919999961576,0.0007676161117493269,0.0
173,0.071232877,925,1.625,0.4014674533935603,0.0004890851225633412,0.0
174,0.071232877,950,0.975,0.4086867740585174,0.0003879580170761476,0.0
175,0.071232877,975,0.5,0.40668525352582086,0.00030953259824559526,0.0
176,0.071232877,1000,0.5,0.4432950295978733,0.0002948003137374514,0.0
177,0.071232877,1025,0.5,0.47854020752119003,0.0002817738419939258,0.0
178,0.071232877,1050,0.5,0.512538919819301,0.0002701073513303573,0.0
179,0.071232877,1075,0.5,0.5453908928105314,0.00025955302788039893,0.0
180,0.071232877,1100,0.175,0.5104259944060121,0.0002022245394648356,0.0
181,0.071232877,1150,0.15,0.5568039275633251,0.00018365840968050137,0.0
182,0.071232877,1200,0.125,0.5975742597601554,0.00016695885680077826,0.0
183,0.071232877,1250,0.1,0.6324118539210438,0.00015147225959557964,0.0
184,0.071232877,1300,0.05,0.6378959138418668,0.00012758532647355115,0.0
185,0.071232877,1350,0.05,0.6789587108043393,0.00012124206180405328,0.0
186,0.071232877,1400,0.05,0.7182437031184623,0.00011551128381954129,0.0
197,0.147945205,480,291.05,0.5462420446175889,,
198,0.147945205,490,281.4,0.5626875033907355,,
199,0.147945205,500,271.75,0.5685781983594711,,
200,0.147945205,510,262.15,0.5716375976611897,,
201,0.147945205,515,257.35,0.5712652043693767,,
202,0.147945205,520,252.6,0.5725004520132507,,
203,0.147945205,525,247.75,0.5677569005871614,,
204,0.147945205,530,242.95,0.564888615789408,,
205,0.147945205,540,233.45,0.5613821015011178,,
206,0.147945205,550,224.05,0.5585946607174649,,
207,0.147945205,560,214.75,0.555998456741457,,
208,0.147945205,570,205.45,0.5505394826781023,,
209,0.147945205,575,200.85,0.5482289362856603,,
210,0.147945205,580,196.3,0.5465134380886225,,
211,0.147945205,585,191.75,0.5441109504705329,,
212,0.147945205,590,187.2,0.5410926256114886,,
213,0.147945205,600,178.15,0.5344474548256632,,
214,0.147945205,605,173.7,0.5317961586560939,,
215,0.147945205,610,169.25,0.5285600243764242,,
216,0.147945205,615,164.85,0.525677315199694,,
217,0.147945205,620,160.45,0.5222310254971538,0.018291473319478602,150.66
218,0.147945205,625,156.05,0.5182648886587579,0.00881991822807978,145.66
219,0.147945205,630,151.75,0.5153963250082864,0.006396588625366625,140.66
220,0.147945205,635,147.45,0.5119635957353953,0.005222091901795928,135.67
221,0.147945205,640,143.15,0.5080065887351757,0.004493313336282884,130.67
222,0.147945205,645,138.95,0.504976366774404,0.00394133502155941,125.68
223,0.147945205,650,134.75,0.5013914883783096,0.003536727409872683,120.68
224,0.147945205,655,130.55,0.4972867274309546,0.0032235991822052424,115.69
225,0.147945205,660,126.45,0.49397490813573053,0.0029516523525605826,110.69
226,0.147945205,665,122.35,0.4901210428470473,0.0027302581787247517,105.7
227,0.147945205,670,118.35,0.48696135019755643,0.0025316041885850462,100.7
228,0.147945205,675,114.35,0.4832457227355192,0.0023645952963056386,95.71
229,0.147945205,680,110.35,0.47900200178049024,0.00222167806313994,90.71
230,0.147945205,685,106.45,0.47536400869228407,0.002088794347753275,85.72
231,0.147945205,690,102.65,0.4722671021139736,0.0019654199793838413,80.72
232,0.147945205,695,98.85,0.468598670961406,0.0018576298055873182,75.73
233,0.147945205,700,95.05,0.4643819153998072,0.0017624263476003967,70.73
234,0.147945205,705,91.35,0.46064421900935343,0.0016722017469084354,65.74
235,0.147945205,710,87.75,0.4573374633976222,0.0015868424155649579,60.74
236,0.147945205,715,84.15,0.45345134836980644,0.0015104624841359498,55.75
237,0.147945205,720,80.65,0.4499523209470261,0.001437683977556438,50.75
238,0.147945205,725,77.15,0.4458699973884399,0.0013719465176903897,45.76
239,0.147945205,730,73.65,0.44121679564544847,0.0013121778171372913,40.76
240,0.147945205,735,70.25,0.4369060938321457,0.0012545128070650118,35.77
241,0.147945205,740,67.05,0.4337985543514989,0.0011961779339290264,30.77
242,0.147945205,745,63.85,0.4300686320074576,0.001142842050081364,25.78
243,0.147945205,750,60.65,0.42572357221454243,0.0010937911721312895,20.78
244,0.147945205,755,57.65,0.42249554925586347,0.0010440324917156238,15.79
245,0.147945205,760,54.65,0.41862552055367913,0.0009980375503905589,10.79
246,0.147945205,765,51.85,0.41582003313951704,0.0009514283621159191,5.8
247,0.147945205,770,49.05,0.4123523769707354,0.0009080532250711919,0.8
248,0.147945205,775,46.4,0.40949064711682975,0.0008648711014306224,0.0
249,0.147945205,780,43.85,0.406799369948907,0.0008226698519688193,0.0
250,0.147945205,785,41.35,0.40384889490147075,0.0007820268511836516,0.0
251,0.147945205,790,38.9,0.40063246688092585,0.0007426194646373462,0.0
252,0.147945205,795,36.55,0.39756782920799677,0.000703403601231984,0.0
253,0.147945205,800,34.3,0.3946522319119281,0.0006640942210592914,0.0
254,0.147945205,805,32.1,0.3914528391288896,0.000625001271464593,0.0
255,0.147945205,810,30.0,0.38839627057190823,0.0005849587816298928,0.0
256,0.147945205,815,27.9,0.38459991429044393,0.000544621981549699,0.0
257,0.147945205,820,25.9,0.38092959963667533,0.00050179367224821,0.0
258,0.147945205,825,23.65,0.37418262815445513,0.00045936443204261113,0.0
259,0.147945205,830,22.15,0.37351687419450336,0.0004031578732038612,0.0
260,0.147945205,835,20.5,0.37072516365003444,0.0003400068074911151,0.0
261,0.147945205,840,18.85,0.3671392651572205,0.0002586572465417577,0.0
262,0.147945205,845,17.35,0.3642106558926992,0.000116950126293023,0.0
263,0.147945205,850,16.3,0.365100543632956,,
264,0.147945205,855,14.6,0.3584707664510692,,
265,0.147945205,860,13.35,0.35569651776933753,,
266,0.147945205,865,12.15,0.352636259455055,,
267,0.147945205,870,11.45,0.35463422704073166,,
268,0.147945205,875,10.35,0.3511986888095574,,
269,0.147945205,880,9.4,0.34875160863629656,,
270,0.147945205,885,8.4,0.3447494761060234,,
271,0.147945205,890,7.6,0.3425564218664382,0.0021134064692450373,0.0
272,0.147945205,895,6.8,0.3394857130642647,0.0012663072702899872,0.0
273,0.147945205,900,5.85,0.33297926399279426,0.000959344823849465,0.0
274,0.147945205,905,5.7,0.33869342332696656,0.0009069193902174386,0.0
275,0.147945205,910,5.1,0.3363614392189786,0.0008048013164089743,0.0
276,0.147945205,915,4.35,0.33021201292782526,0.0007122180922853489,0.0
277,0.147945205,920,4.0,0.33078037895747237,0.0006713888484925149,0.0
278,0.147945205,925,3.75,0.33292461672168355,0.000642775134180464,0.0
279,0.147945205,930,3.3,0.33013745795533433,0.0006013431280930343,0.0
280,0.147945205,935,2.8,0.3250239158841355,0.0005595513401417489,0.0
281,0.147945205,940,2.5,0.3238908052509865,0.0005336229263441189,0.0
282,0.147945205,945,2.2,0.32194749160095737,0.0005084486486904987,0.0
283,0.147945205,950,2.2,0.3284150104690284,0.0005040397253668138,0.0
284,0.147945205,960,1.425,0.314357910489623,0.0004424217541441156,0.0
285,0.147945205,970,1.025,0.30840857446603076,0.00040489616923406824,0.0
286,0.147945205,975,1.0,0.31277748192697336,0.0003997066129094864,0.0
287,0.147945205,980,0.75,0.3043134872657987,0.00037480064993155807,0.0
288,0.147945205,990,0.6,0.3047934440302052,0.000354385935045198,0.0
289,0.147945205,1000,0.75,0.32544579319070954,0.00036379258089308677,0.0
290,0.147945205,1010,0.6,0.32511046113021,0.0003442129419093875,0.0
291,0.147945205,1020,0.6,0.33504104701924814,0.000339404952025586,0.0
292,0.147945205,1025,0.625,0.341903002272698,0.00033954146859183917,0.0
293,0.147945205,1030,0.6,0.3448269309876711,0.00033476336046286926,0.0
294,0.147945205,1040,0.6,0.3544730891077984,0.00033027601479639903,0.0
295,0.147945205,1050,0.225,0.32189599612402275,0.0002780895668600707,0.0
296,0.147945205,1060,0.6,0.37336456311363575,0.0003217225939318566,0.0
297,0.147945205,1075,0.65,0.39143551110499103,0.0003202225752982591,0.0
298,0.147945205,1090,0.6,0.4007615313681015,0.00030981897612408413,0.0
299,0.147945205,1100,0.65,0.4140729170941918,0.00031050486099165186,0.0
300,0.147945205,1125,0.6,0.43141424288833213,0.0002971244935431239,0.0
301,0.147945205,1150,0.6,0.4525152481181161,0.00028873060666423627,0.0
302,0.147945205,1175,0.6,0.4730025999494742,0.00028082859860821584,0.0
303,0.147945205,1200,0.6,0.4929139007683155,0.000273369200514709,0.0
304,0.147945205,1225,0.575,0.509567392610461,0.0002643313424088055,0.0
305,0.147945205,1250,0.575,0.528349721351414,0.00025769264987433285,0.0
306,0.147945205,1275,0.575,0.5466495267783498,0.00025138564735869233,0.0
307,0.147945205,1300,0.575,0.5644923358926881,0.0002453840366993957,0.0
313,0.224657534,490,282.25,0.4962003803325199,,
314,0.224657534,500,272.75,0.5008043338197724,,
315,0.224657534,515,258.75,0.50876292949436,,
316,0.224657534,525,249.45,0.509815328300397,,
317,0.224657534,540,235.65,0.5096456022141839,,
318,0.224657534,550,226.55,0.5084617551368633,,
319,0.224657534,560,217.55,0.5068850911708382,,
320,0.224657534,590,190.95,0.4963291816255682,,
321,0.224657534,600,182.35,0.4930464248508717,0.0951541687502582,170.94
322,0.224657534,625,161.25,0.48205965120243455,0.00604084646479417,145.98
323,0.224657534,650,140.85,0.46865873539340425,0.0039211619716499405,121.01
324,0.224657534,675,121.35,0.4543045840948459,0.002942307408584264,96.05
325,0.224657534,700,103.05,0.4405868369185533,0.002339031410747782,71.09
326,0.224657534,725,85.95,0.42629681186476126,0.001928081140781782,46.12
327,0.224657534,750,70.15,0.4112792679168747,0.0016284345499448674,21.16
328,0.224657534,775,55.95,0.39677180918086835,0.0013968915083502863,0.0
329,0.224657534,800,43.75,0.3847262365730509,0.0012096984333014558,0.0
330,0.224657534,825,33.1,0.3716119765043427,0.0010642433362317856,0.0
331,0.224657534,850,24.05,0.35754168709638273,0.0009552960218860314,0.0
332,0.224657534,875,17.0,0.3459320013758586,0.0008870984499784071,0.0
333,0.224657534,900,11.8,0.33739641967352263,0.0010010572854209654,0.0
334,0.224657534,925,7.5,0.3241271045875422,0.00036418955135256284,0.0
335,0.224657534,950,5.0,0.31979179260999246,0.00046436349574890755,0.0
336,0.224657534,975,3.0,0.3104520905095586,0.0004367741860223573,0.0
337,0.224657534,1000,1.6,0.29810286890424453,0.0003937673199862762,0.0
338,0.224657534,1025,0.75,0.28438170695689236,0.00034928323339673476,0.0
339,0.224657534,1050,0.6,0.29496674191597383,0.0003325487916335816,0.0
340,0.224657534,1060,0.6,0.3025806256668602,0.00032971643162007467,0.0
341,0.224657534,1075,0.6,0.31380971793446,0.00032550329077289745,0.0
342,0.224657534,1100,0.6,0.33203888549841215,0.0003185918197806674,0.0
343,0.224657534,1125,0.6,0.34969771525031473,0.00031183788365103134,0.0
344,0.224657534,1150,0.6,0.366824415441357,0.0003052568671228007,0.0
345,0.224657534,1175,0.6,0.3834528762412624,0.00029885816509537605,0.0
346,0.224657534,1200,0.6,0.3996136586467095,0.0002926469706525061,0.0
347,0.224657534,1225,0.575,0.4131321661992787,0.00028484833315430236,0.0
348,0.224657534,1250,0.575,0.4283762869228458,0.00027903915721196976,0.0
349,0.224657534,1275,0.575,0.44322893832686866,0.00027341748069782023,0.0
350,0.224657534,1300,0.575,0.4577104354577589,0.00026797903985270886,0.0
357,0.320547945,465,306.85,0.4182844060610371,,
358,0.320547945,475,297.55,0.4418276330767737,,
359,0.320547945,500,274.65,0.47008605201960635,,
360,0.320547945,510,265.55,0.473849124038522,,
361,0.320547945,515,261.05,0.47561111103422915,,
362,0.320547945,525,252.05,0.4768789763145618,,
363,0.320547945,550,229.95,0.4767646195996806,,
364,0.320547945,565,216.95,0.4745811584023824,,
365,0.320547945,575,208.45,0.4730926577610241,,
366,0.320547945,585,199.95,0.46996507945178423,0.022303730416587272,186.29
367,0.320547945,600,187.35,0.4642763724515099,0.010100109738789616,171.32
368,0.320547945,615,175.15,0.4595712365950676,0.007143159509305884,156.35
369,0.320547945,625,167.15,0.45596839615317436,0.006077048999617038,146.37
370,0.320547945,635,159.25,0.45193964819223503,0.005321517768141094,136.39
371,0.320547945,650,147.65,0.44561565665211167,0.0045040158086170345,121.42
372,0.320547945,675,129.05,0.4345820322666091,0.0035967268610086573,96.48
373,0.320547945,685,121.75,0.42909328860547724,0.0033379421287861406,86.5
374,0.320547945,700,111.35,0.42240452574593956,0.0029983564579185865,71.53
375,0.320547945,715,101.25,0.4149549648106677,0.0027243313705879514,56.56
376,0.320547945,725,94.75,0.4099587188075628,0.0025671192903003732,46.58
377,0.320547945,735,88.45,0.40497778791123695,0.002426520880835974,36.6
378,0.320547945,750,79.45,0.39790036298361037,0.0022403513697118347,21.64
379,0.320547945,775,65.3,0.3848183833641646,0.0019930907754209,0.0
380,0.320547945,785,60.2,0.380577260768594,0.001907515395144998,0.0
381,0.320547945,800,53.0,0.37433343298246885,0.0017952593525700548,0.0
382,0.320547945,815,46.15,0.3670947822630082,0.0017043233170058313,0.0
383,0.320547945,825,41.95,0.3626948504149455,0.001652406104434705,0.0
384,0.320547945,835,37.9,0.35778652678893563,0.001610247814456727,0.0
385,0.320547945,850,32.35,0.3509110425433314,0.001563083947732345,0.0
386,0.320547945,875,24.5,0.34100262132552944,0.001542945701749925,0.0
387,0.320547945,885,21.5,0.33530271077910495,0.0015812717662150584,0.0
388,0.320547945,900,17.75,0.3290564710209225,0.0017212295294606512,0.0
389,0.320547945,925,12.5,0.3183742952761092,0.005019364919050272,0.0
390,0.320547945,950,9.1,0.3145490754220197,,
391,0.320547945,975,6.25,0.30767417861084073,,
392,0.320547945,1000,3.85,0.2958573719721228,,
393,0.320547945,1025,2.6,0.292726558371591,0.00021679242238110795,0.0
394,0.320547945,1050,1.775,0.2912403052672916,0.0002760123804439719,0.0
395,0.320547945,1075,0.9,0.2776690179618928,0.0002907821992243661,0.0
396,0.320547945,1100,0.95,0.2958813003689294,0.0002953575826929737,0.0
397,0.320547945,1125,0.65,0.29545198567374265,0.0002898196691898607,0.0
398,0.320547945,1150,0.65,0.30990439451866697,0.00028887740429161846,0.0
399,0.320547945,1175,0.65,0.32393500878629716,0.00028721842535246256,0.0
400,0.320547945,1180,0.625,0.32504151856211116,0.0002858032643269282,0.0
401,0.320547945,1185,0.625,0.32777351473807237,0.0002853650835734757,0.0
402,0.320547945,1190,0.625,0.3304901363993728,0.0002849088206745903,0.0
403,0.320547945,1195,0.625,0.3331915669850512,0.0002844354963794228,0.0
404,0.320547945,1200,0.55,0.33050610694700905,0.0002805429843129405,0.0
405,0.320547945,1225,0.65,0.3508311156932511,0.0002824246419163516,0.0
406,0.320547945,1250,0.4,0.34304319001898315,0.0002660328665192175,0.0
407,0.320547945,1275,0.35,0.3497544108778106,0.0002591313247517673,0.0
408,0.320547945,1300,0.325,0.3584206667282199,0.0002536666075453844,0.0
409,0.320547945,1325,0.3,0.3664949915940315,0.0002480459585615918,0.0
410,0.320547945,1350,0.275,0.3739570235130297,0.00024229358835500442,0.0
411,0.320547945,1375,0.425,0.4031466098109642,0.0002500016906371638,0.0
412,0.320547945,1400,0.625,0.4327301950119397,0.000258006524157406,0.0
413,0.320547945,1425,0.625,0.44359180868403014,0.00025448908516408205,0.0
414,0.320547945,1450,0.625,0.4542180973889755,0.00025098838645767115,0.0
415,0.320547945,1475,0.6,0.4624118936813459,0.0002462283682548046,0.0
416,0.320547945,1500,0.6,0.4725610302525314,0.00024280009915077667,0.0
417,0.320547945,1525,0.6,0.48250445813746706,0.0002394168144553774,0.0
418,0.320547945,1550,0.6,0.4922507721634243,0.00023608367492777407,0.0
419,0.320547945,1575,0.6,0.5018051947804418,0.00023280307905052135,0.0
420,0.320547945,1600,0.6,0.5111773885554871,0.00022957910239964553,0.0
421,0.320547945,1650,0.6,0.5294000210090306,0.00022330709236471422,0.0
422,0.320547945,1700,0.575,0.5443940981458137,0.00021606077916173428,0.0
423,0.320547945,1800,0.575,0.5776246919971324,0.00020477661900408352,0.0
424,0.320547945,1900,0.575,0.6087277637728173,0.00019442177287674518,0.0
425,0.320547945,490,283.75,0.4618818832995144,,
426,0.320547945,600,188.85,0.47965271044077834,0.008601779662838066,171.32
427,0.320547945,650,149.5,0.46023367879850513,0.004252160350571384,121.42
428,0.320547945,700,113.6,0.43723155601386193,0.002884769547401164,71.53
429,0.320547945,750,81.95,0.4126901473928101,0.0021757039760909886,21.64
430,0.320547945,800,55.3,0.38758041215905825,0.0017553151788981894,0.0
431,0.320547945,850,34.65,0.3651015649967928,0.0015200022217956336,0.0
432,0.320547945,900,19.85,0.34460736438719697,0.0015797583403244202,0.0
433,0.320547945,950,10.5,0.328534077324839,,
434,0.320547945,1000,4.95,0.3131265770495198,,
435,0.320547945,1050,2.05,0.29868900323759867,0.0002729215124891575,0.0
436,0.320547945,1100,0.75,0.28610107995919654,0.0002918643314422295,0.0
437,0.320547945,1125,0.6,0.2923425177046567,0.00028829919235103706,0.0
438,0.320547945,1150,0.6,0.30668356481724346,0.0002870731311488754,0.0
439,0.320547945,1175,0.6,0.3206073862608692,0.0002851999543036245,0.0
440,0.320547945,1200,0.6,0.33413930757380095,0.0002828422592241255,0.0
441,0.320547945,1225,0.6,0.3473021343583324,0.00028012282555471595,0.0
442,0.320547945,1250,0.15,0.30896983954268237,0.00024418483884184824,0.0
443,0.320547945,1275,0.15,0.3200843304483014,0.00024023666045743937,0.0
444,0.320547945,1300,0.15,0.33093110335911463,0.0002363630125349559,0.0
445,0.320547945,1325,0.15,0.34152311284349346,0.00023256720382434416,0.0
446,0.320547945,1350,0.15,0.3518744322549922,0.0002288527621179301,0.0
447,0.320547945,1375,0.15,0.36199061799143717,0.00022521771019701998,0.0
448,0.320547945,1400,0.15,0.37188621213887385,0.00022166530597010346,0.0
449,0.320547945,1425,0.15,0.3815703434252597,0.00021819534287969262,0.0
450,0.320547945,1450,0.15,0.3910517475274776,0.00021480730419157543,0.0
451,0.320547945,1475,0.15,0.4003387079870217,0.000211500376760228,0.0
452,0.320547945,1500,0.125,0.40266396401166527,0.00020469114240994937,0.0
453,0.320547945,1550,0.125,0.4201078795128429,0.00019852400503280439,0.0
454,0.320547945,1600,0.125,0.4368932186481043,0.0001926644895274554,0.0
455,0.320547945,1650,0.1,0.444392264918201,0.00018314010255463748,0.0
460,0.569863014,450,323.95,0.38948742082202303,,
